ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
CACS599-BB,Stylo Car Seat - Black/Sliver,Bambino,6,J102,29042025J1022362,0.0000,0.0000,J102,,,0.00,0.00,0.00
CACS599-BC,Stylo Car Seat - Black/Sliver,Bambino,6,J105,29042025J1052363,0.0000,0.0000,J105,,,0.00,0.00,0.00
CACS599-BD,Stylo Car Seat - Black/Sliver,Bambino,6,J108,29042025J1082364,0.0000,0.0000,J108,,,0.00,0.00,0.00
CACS599-BF,Stylo Car Seat - Black/Sliver,Bambino,8,K317,29042025K3172365,0.0000,0.0000,K317,,,0.00,0.00,0.00
CACS599-BG,Stylo Car Seat - Black/Sliver,Bambino,6,I305,29042025I3052368,0.0000,0.0000,I305,,,0.00,0.00,0.00
CACS599-BH,Stylo Car Seat - Black/Sliver,Bambino,6,I308,29042025I3082369,0.0000,0.0000,I308,,,0.00,0.00,0.00
CACS599-BL,Stylo Car Seat - Black/Sliver,Bambino,68,S013,29042025S0132370,0.0000,0.0000,S013,,,0.00,0.00,0.00
CACS599-BO,Stylo Car Seat - Black/Sliver,Bambino,6,I217,29042025I2172371,0.0000,0.0000,I217,,,0.00,0.00,0.00
CACS599-BP,Stylo Car Seat - Black/Sliver,Bambino,6,I120,29042025I1202372,0.0000,0.0000,I120,,,0.00,0.00,0.00
CACS599-BQ,Stylo Car Seat - Black/Sliver,Bambino,6,I220,29042025I2202373,0.0000,0.0000,I220,,,0.00,0.00,0.00
CACS599-BR,Stylo Car Seat - Black/Sliver,Bambino,6,I123,29042025I1232374,0.0000,0.0000,I123,,,0.00,0.00,0.00
CACS599-BS,Stylo Car Seat - Black/Sliver,Bambino,6,I223,29042025I2232375,0.0000,0.0000,I223,,,0.00,0.00,0.00
CACS599-BT,Stylo Car Seat - Black/Sliver,Bambino,6,I126,29042025I1262376,0.0000,0.0000,I126,,,0.00,0.00,0.00
CACS599-BU,Stylo Car Seat - Black/Sliver,Bambino,6,I226,29042025I2262377,0.0000,0.0000,I226,,,0.00,0.00,0.00
CACS599-BV,Stylo Car Seat - Black/Sliver,Bambino,6,I129,29042025I1292378,0.0000,0.0000,I129,,,0.00,0.00,0.00
CACS599-BW,Stylo Car Seat - Black/Sliver,Bambino,6,I229,29042025I2292379,0.0000,0.0000,I229,,,0.00,0.00,0.00
CACS599-BX,Stylo Car Seat - Black/Sliver,Bambino,6,I132,29042025I1322380,0.0000,0.0000,I132,,,0.00,0.00,0.00
CACS599-BY,Stylo Car Seat - Black/Sliver,Bambino,6,I232,29042025I2322381,0.0000,0.0000,I232,,,0.00,0.00,0.00
CACS599-BZ,Stylo Car Seat - Black/Sliver,Bambino,4,I135,29042025I1352382,0.0000,0.0000,I135,,,0.00,0.00,0.00
CACS599-D,Stylo Black Car Seat,Bambino,8,L217,29042025L2171695,0.0000,0.0000,L217,,,0.00,0.00,0.00
CACS599-F,Stylo Car Seat - Black/Sliver,Bambino,210,P215,29042025P2151628,0.0000,0.0000,P215,,,0.00,0.00,0.00
CACS604-A,I Rotate 360 Graphite,Bambino,12,J339,29042025J3391776,0.0000,0.0000,J339,,,0.00,0.00,0.00
CACS604-AA,I Rotate 360 Graphite,Bambino,12,J304,29042025J3042459,0.0000,0.0000,J304,,,0.00,0.00,0.00
CACS604-AB,I Rotate 360 Graphite,Bambino,12,J303,29042025J3032460,0.0000,0.0000,J303,,,0.00,0.00,0.00
CACS604-AC,I Rotate 360 Graphite,Bambino,12,J301,29042025J3012461,0.0000,0.0000,J301,,,0.00,0.00,0.00
CACS604-AD,I Rotate 360 Graphite,Bambino,12,J101,29042025J1012462,0.0000,0.0000,J101,,,0.00,0.00,0.00
CACS604-AE,I Rotate 360 Graphite,Bambino,12,J103,29042025J1032463,0.0000,0.0000,J103,,,0.00,0.00,0.00
CACS604-AF,I Rotate 360 Graphite,Bambino,12,J110,29042025J1102464,0.0000,0.0000,J110,,,0.00,0.00,0.00
CACS604-AG,I Rotate 360 Graphite,Bambino,12,J112,29042025J1122465,0.0000,0.0000,J112,,,0.00,0.00,0.00
CACS604-AH,I Rotate 360 Graphite,Bambino,9,J116,29042025J1162466,0.0000,0.0000,J116,,,0.00,0.00,0.00
CACS604-AR,I Rotate 360 Graphite,Bambino,2,J131,29042025J1312467,0.0000,0.0000,J131,,,0.00,0.00,0.00
CACS604-AV,I Rotate 360 Graphite,Bambino,8,J135,29042025J1352468,0.0000,0.0000,J135,,,0.00,0.00,0.00
CACS604-C,I Rotate 360 Graphite,Bambino,4,T111,29042025T1111699,0.0000,0.0000,T111,,,0.00,0.00,0.00
CACS604-E,I Rotate 360 Graphite,Bambino,9,P109,29042025P1091700,0.0000,0.0000,P109,,,0.00,0.00,0.00
CACS604-F,I Rotate 360 Graphite,Bambino,168,P003,29042025P0031777,0.0000,0.0000,P003,,,0.00,0.00,0.00
CACS604-G,I Rotate 360 Graphite,Bambino,12,J337,29042025J3371778,0.0000,0.0000,J337,,,0.00,0.00,0.00
CACS604-H,I Rotate 360 Graphite,Bambino,12,J336,29042025J3361779,0.0000,0.0000,J336,,,0.00,0.00,0.00
CACS604-I,I Rotate 360 Graphite,Bambino,12,J334,29042025J3341780,0.0000,0.0000,J334,,,0.00,0.00,0.00
CACS604-J,I Rotate 360 Graphite,Bambino,12,J333,29042025J3331781,0.0000,0.0000,J333,,,0.00,0.00,0.00
CACS604-K,I Rotate 360 Graphite,Bambino,12,J331,29042025J3311782,0.0000,0.0000,J331,,,0.00,0.00,0.00
CACS604-L,I Rotate 360 Graphite,Bambino,12,J330,29042025J3301861,0.0000,0.0000,J330,,,0.00,0.00,0.00
CACS604-M,I Rotate 360 Graphite,Bambino,12,J328,29042025J3281966,0.0000,0.0000,J328,,,0.00,0.00,0.00
CACS604-N,I Rotate 360 Graphite,Bambino,12,J327,29042025J3271967,0.0000,0.0000,J327,,,0.00,0.00,0.00
CACS604-O,I Rotate 360 Graphite,Bambino,12,J325,29042025J3251968,0.0000,0.0000,J325,,,0.00,0.00,0.00
CACS604-P,I Rotate 360 Graphite,Bambino,12,J324,29042025J3241969,0.0000,0.0000,J324,,,0.00,0.00,0.00
CACS604-Q,I Rotate 360 Graphite,Bambino,12,J322,29042025J3222451,0.0000,0.0000,J322,,,0.00,0.00,0.00
CACS604-R,I Rotate 360 Graphite,Bambino,12,J319,29042025J3192452,0.0000,0.0000,J319,,,0.00,0.00,0.00
CACS604-S,I Rotate 360 Graphite,Bambino,12,J318,29042025J3182453,0.0000,0.0000,J318,,,0.00,0.00,0.00
CACS604-T,I Rotate 360 Graphite,Bambino,12,J316,29042025J3162454,0.0000,0.0000,J316,,,0.00,0.00,0.00
CACS604-U,I Rotate 360 Graphite,Bambino,12,J315,29042025J3152455,0.0000,0.0000,J315,,,0.00,0.00,0.00
CACS604-V,I Rotate 360 Graphite,Bambino,12,J313,29042025J3132456,0.0000,0.0000,J313,,,0.00,0.00,0.00
CACS604-W,I Rotate 360 Graphite,Bambino,12,J320,29042025J3202457,0.0000,0.0000,J320,,,0.00,0.00,0.00
CACS604-X,I Rotate 360 Graphite,Bambino,12,J309,29042025J3092458,0.0000,0.0000,J309,,,0.00,0.00,0.00
CACS611-A,I-Swivel Car Seat - Cobalt,Bambino,104,P211,29042025P2111991,0.0000,0.0000,P211,,,0.00,0.00,0.00
CACS611-B,I-Swivel Car Seat - Cobalt,Bambino,4,P214,29042025P2141992,0.0000,0.0000,P214,,,0.00,0.00,0.00
CACS611-D,I-Swivel Car Seat - Cobalt,Bambino,9,P213,29042025P2131993,0.0000,0.0000,P213,,,0.00,0.00,0.00
CH-01F-R-A,Elements Heater Convection 2000w Red BD,LRB,2,O225,29042025O2251446,0.0000,0.0000,O225,,,0.00,0.00,0.00
CH-01F-R-D,Elements Heater Convection 2000w Red,LRB,5,O121,29042025O1211447,0.0000,0.0000,O121,,,0.00,0.00,0.00
COV001,External MV Safety Cover,Isinkwe Energies,20,Y106,29042025Y1062205,0.0000,0.0000,Y106,,,0.00,0.00,0.00
CV_1265_15A,Crayvallac-1265 Damaged Bag,KMS,1,RM,29042025RM327,0.0000,0.0000,,,,0.00,0.00,0.00
CX100,ORAC Cornice Moulding,ABC Building Materials,22,I009,29042025I0092017,0.0000,0.0000,I009,,,0.00,0.00,0.00
CX100F,ORAC Flex Cornice Moulding,ABC Building Materials,12,I008,29042025I0082018,0.0000,0.0000,I008,,,0.00,0.00,0.00
CX126,ORAC Cornice Moulding,ABC Building Materials,84,I012,29042025I0122015,0.0000,0.0000,I012,,,0.00,0.00,0.00
D-DHS83NM,DHS 83 NM 900*1200,Kamboo Marketing,10,R015,29042025R0152139,0.0000,0.0000,R015,,,0.00,0.00,0.00
D503,ORAC Panel,ABC Building Materials,100,K005,29042025K0052016,0.0000,0.0000,K005,,,0.00,0.00,0.00
D504,ORAC Panel,ABC Building Materials,58,I028,29042025I0281929,0.0000,0.0000,I028,,,0.00,0.00,0.00
D507,ORAC Panel,ABC Building Materials,40,I034,29042025I0341917,0.0000,0.0000,I034,,,0.00,0.00,0.00
D507-A,ORAC Panel,ABC Building Materials,38,I037,29042025I0372366,0.0000,0.0000,I037,,,0.00,0.00,0.00
DF-150-7T-D,Elements Heater 7 Fin Oil 1500w PD,LRB,2,O208,29042025O2081452,0.0000,0.0000,O208,,,0.00,0.00,0.00
DF-150P9-7,Elements Heater Oil 7FIN 1500W,LRB,202,P010,29042025P0101448,0.0000,0.0000,P010,,,0.00,0.00,0.00
DF-150P9-7T,Elements Heater 7 Fin Oil 1500w BD,LRB,1,O201,29042025O2011451,0.0000,0.0000,O201,,,0.00,0.00,0.00
DF-150P9-7T-A,ELEMENTS HEATER OIL 7FIN 1500W BD,LRB,3,O226,29042025O2261450,0.0000,0.0000,O226,,,0.00,0.00,0.00
DF-150P97(BLACK),Elements Oil Heater Black,LRB,208,P006,29042025P0061449,0.0000,0.0000,P006,,,0.00,0.00,0.00
DF-200P9-9,Elements Oil Heater,LRB,10,O138,29042025O1381453,0.0000,0.0000,O138,,,0.00,0.00,0.00
DF-200P9-9-B,Elements Heater Oil 9FIN 2000W,LRB,17,O134,29042025O1341454,0.0000,0.0000,O134,,,0.00,0.00,0.00
DF-200P9-9-G,Elements Oil Heater Black,LRB,4,O126,29042025O1261803,0.0000,0.0000,O126,,,0.00,0.00,0.00
DF-200P9-9T,Elements Heater 9 Fin Oil 2000w Black,LRB,2,O127,29042025O1271455,0.0000,0.0000,O127,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)-C,Elements Heater Oil 9FIN 2000W Black BD,LRB,18,O123,29042025O1231830,0.0000,0.0000,O123,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)A,Elements Oil Heater Black BD,LRB,2,O226,29042025O2262109,0.0000,0.0000,O226,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)C,Elements Oil Heater Black,LRB,16,O127,29042025O1271800,0.0000,0.0000,O127,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)E,Elements Heater Oil 9FIN 2000W Black,LRB,18,O129,29042025O1291808,0.0000,0.0000,O129,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)F,Elements Heater Oil 9FIN 2000W Black,LRB,6,O126,29042025O1261809,0.0000,0.0000,O126,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)G,Elements Heater Oil 9FIN 2000W Black,LRB,192,P106,29042025P1062179,0.0000,0.0000,P106,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)H,Elements Heater Oil 9FIN 2000W Black,LRB,22,O329,29042025O3292180,0.0000,0.0000,O329,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)I,Elements Heater Oil 9FIN 2000W Black,LRB,20,O002,29042025O0022181,0.0000,0.0000,O002,,,0.00,0.00,0.00
DF-200P9-9T(BLACK)J,Elements Heater Oil 9FIN 2000W Black,LRB,17,O327,29042025O3272182,0.0000,0.0000,O327,,,0.00,0.00,0.00
DF-200P9-9T-A,Elements Heater Oil 9FIN 2000W,LRB,18,O128,29042025O1281806,0.0000,0.0000,O128,,,0.00,0.00,0.00
DF-200P9-9T-B,Elements Oil Heater,LRB,11,O131,29042025O1311799,0.0000,0.0000,O131,,,0.00,0.00,0.00
DF-200P9-9T-D,Elements Heater Oil 9FIN 2000W,LRB,18,O133,29042025O1331807,0.0000,0.0000,O133,,,0.00,0.00,0.00
DF-200P9-9T-E,Elements Heater 9 Fin Oil 2000w,LRB,200,P114,29042025P1142129,0.0000,0.0000,P114,,,0.00,0.00,0.00
DF-200P9-9T-G,Elements Heater 9 Fin Oil 2000w,LRB,10,O239,29042025O2392183,0.0000,0.0000,O239,,,0.00,0.00,0.00
DF-200P9-9T-H,Elements Heater 9 Fin Oil 2000w,LRB,10,O107,29042025O1072184,0.0000,0.0000,O107,,,0.00,0.00,0.00
DF-200P9-9T-I,Elements Heater 9 Fin Oil 2000w,LRB,20,O001,29042025O0012185,0.0000,0.0000,O001,,,0.00,0.00,0.00
DF-200P9-9T-J,Elements Heater 9 Fin Oil 2000w,LRB,9,O239,29042025O2392186,0.0000,0.0000,O239,,,0.00,0.00,0.00
DF-250P9-11T,Elements Heater 11 Fin Oil 2500w,LRB,238,S104,29042025S1041456,0.0000,0.0000,S104,,,0.00,0.00,0.00
DF-250P9-11T-B,Elemenys Heater 11 Fin Oil 2500w,LRB,10,O319,29042025O3191457,0.0000,0.0000,O319,,,0.00,0.00,0.00
DF-250P9-11T-C,Elements Heater 11 Fin Oil 2500w BD,LRB,2,O225,29042025O2251458,0.0000,0.0000,O225,,,0.00,0.00,0.00
DF-300P9-13T,Elements Heater 13 Fin Oil 3000w BD,LRB,1,O226,29042025O2261459,0.0000,0.0000,O226,,,0.00,0.00,0.00
DF-300P9-13T-A,Elements Heater 13 Fin Oil 3000w Box Dam,LRB,2,O213,29042025O2131460,0.0000,0.0000,O213,,,0.00,0.00,0.00
DF-300P9-13T-B,Elements Heater 13 Fin Oil 3000w,LRB,7,O125,29042025O1251784,0.0000,0.0000,O125,,,0.00,0.00,0.00
DF-300P9-13T-D,Elements Heater 13 Fin Oil 3000w,LRB,7,O132,29042025O1321785,0.0000,0.0000,O132,,,0.00,0.00,0.00
DF-300P9-13T-E,Elements Heater 13 Fin Oil 3000w,LRB,18,O023,29042025O0232187,0.0000,0.0000,O023,,,0.00,0.00,0.00
DF-300P9-13T-F,Elements Heater 13 Fin Oil 3000w,LRB,203,P007,29042025P0071461,0.0000,0.0000,P007,,,0.00,0.00,0.00
DF-300P9-13T-G,Elements Heater 13 Fin Oil 3000w,LRB,18,O016,29042025O0162188,0.0000,0.0000,O016,,,0.00,0.00,0.00
DF-300P9-13T-H,Elements Heater 13 Fin Oil 3000w,LRB,8,O317,29042025O3172189,0.0000,0.0000,O317,,,0.00,0.00,0.00
EF-22AME,Fireplace Heater,LRB,216,P013,29042025P0131462,0.0000,0.0000,P013,,,0.00,0.00,0.00
EF-22AME-A,Fireplace Heater,LRB,170,P009,29042025P0091463,0.0000,0.0000,P009,,,0.00,0.00,0.00
EF-22AME-B,Fireplace Heater,LRB,216,P011,29042025P0111464,0.0000,0.0000,P011,,,0.00,0.00,0.00
EF-22AME-D,Fireplace Heater,LRB,4,O118,29042025O1181783,0.0000,0.0000,O118,,,0.00,0.00,0.00
FE-45II (CHROME),Elements High Velocity Floor Fan Chrome BD,LRB,1,O231,29042025O2311898,0.0000,0.0000,O231,,,0.00,0.00,0.00
FES-45,Elements Fan High Velocity Pedest45cm BD,LRB,8,O218,29042025O2181465,0.0000,0.0000,O218,,,0.00,0.00,0.00
FES-45-A,Elements Fan High Velocity Pedest 45cm BD,LRB,4,O321,29042025O3211466,0.0000,0.0000,O321,,,0.00,0.00,0.00
FES-45-C,Elements Fan High Velocity Pedest45cm BD,LRB,3,O217,29042025O2171467,0.0000,0.0000,O217,,,0.00,0.00,0.00
FH-04-A,Elements Heater Fan 2000w,LRB,1,O137,29042025O1371468,0.0000,0.0000,O137,,,0.00,0.00,0.00
FH-04-B,Elements Heater Fan 2000w,LRB,1530,P207,29042025P2071764,0.0000,0.0000,P207,,,0.00,0.00,0.00
FH-04-C,Elements Heater Fan 2000w,LRB,503,P208,29042025P2081765,0.0000,0.0000,P208,,,0.00,0.00,0.00
FH-188A-A,Elements Heater Fan 2000w Oscillating,LRB,562,T117,29042025T1171469,0.0000,0.0000,T117,,,0.00,0.00,0.00
FH-188A-B,Elements Heater Fan Physical Damage,LRB,1,O139,29042025O1391685,0.0000,0.0000,O139,,,0.00,0.00,0.00
FH-188A-C,Elements Heater Fan 2000w Oscillating,LRB,864,T116,29042025T1162141,0.0000,0.0000,T116,,,0.00,0.00,0.00
FSW-45B1,Elements Fan High Velocity 3 in 1 45cmD,LRB,11,O219,29042025O2191470,0.0000,0.0000,O219,,,0.00,0.00,0.00
FSW-45B1-B,Elements Fan High Velocity 3 in1 45cm PD,LRB,5,O208,29042025O2081471,0.0000,0.0000,O208,,,0.00,0.00,0.00
FSW-45B1-C,Elements Fan High Velocity 3 in1 45cm BD,LRB,2,O227,29042025O2271472,0.0000,0.0000,O227,,,0.00,0.00,0.00
FSW-45B1-D,Elements Fan High Velocity 3 in1 45cm,LRB,27,P210,29042025P2101931,0.0000,0.0000,P210,,,0.00,0.00,0.00
FSW-45B1-E,Elements Fan High Velocity 3 in1 45cm,LRB,19,O103,29042025O1031932,0.0000,0.0000,O103,,,0.00,0.00,0.00
FSW-45B1-G,Elements Fan High Velocity 3 in 1 45cm,LRB,17,O230,29042025O2301954,0.0000,0.0000,O230,,,0.00,0.00,0.00
FSW-45B1-H,Elements Fan High Velocity 3 in1 45cm BD,LRB,20,O223,29042025O2231473,0.0000,0.0000,O223,,,0.00,0.00,0.00
FSW-45B1-K,Elements Fan High Velocity Box Damaged,LRB,10,O224,29042025O2241686,0.0000,0.0000,O224,,,0.00,0.00,0.00
FSW-45B1-L,Elements Fan High Velocity Box Damaged,LRB,5,O234,29042025O2341474,0.0000,0.0000,O234,,,0.00,0.00,0.00
FSW-45B1-M,Elements Fan High Velocity Box Damaged,LRB,11,O214,29042025O2141679,0.0000,0.0000,O214,,,0.00,0.00,0.00
FSW-45B1-O,Elements Fan High Velocity Box Damaged,LRB,3,O231,29042025O2311899,0.0000,0.0000,O231,,,0.00,0.00,0.00
FSW-45B1-P,Elements Fan High Velocity,LRB,235,P210,29042025P2101903,0.0000,0.0000,P210,,,0.00,0.00,0.00
FSW-45B1-Q,Elements Fan High Velocity 3 in 1 45cm,LRB,241,P008,29042025P0081955,0.0000,0.0000,P008,,,0.00,0.00,0.00
FSW-45B1-R,Elements Fan High Velocity 3 in 1 45cm,LRB,235,P001,29042025P0011956,0.0000,0.0000,P001,,,0.00,0.00,0.00
FSW-45B1-S,Elements Fan High Velocity 3 in 1 45cm,LRB,139,P002,29042025P0021957,0.0000,0.0000,P002,,,0.00,0.00,0.00
FSW-45B1-U,Elements Fan High Velocity 3 in 1 45cm BD,LRB,7,O318,29042025O3181958,0.0000,0.0000,O318,,,0.00,0.00,0.00
FT30MCB,Elements Fan Desk Classic 30cm Blk Chrom,LRB,1,O227,29042025O2271475,0.0000,0.0000,O227,,,0.00,0.00,0.00
FT30MCB-A,Elements Fan Desk Classic 30cm Black,LRB,60,N319,29042025N3191902,0.0000,0.0000,N319,,,0.00,0.00,0.00
FT30MCB-B,Elements Fan Desk Classic 30cm Black,LRB,60,N314,29042025N3141912,0.0000,0.0000,N314,,,0.00,0.00,0.00
FT30MCB-C,Elements Fan Desk Classic 30cm Black,LRB,56,N315,29042025N3151913,0.0000,0.0000,N315,,,0.00,0.00,0.00
FT30MCB-D,Elements Fan Desk Classic 30cm Black,LRB,1,N315,29042025N3151914,0.0000,0.0000,N315,,,0.00,0.00,0.00
FT30MCB-E,Elements Fan Desk Classic 30cm Black Chro BD,LRB,1,O201,29042025O2011688,0.0000,0.0000,O201,,,0.00,0.00,0.00
FT30MCB-F,Elements Fan Desk Classic 30cm Black,LRB,64,N317,29042025N3171915,0.0000,0.0000,N317,,,0.00,0.00,0.00
FT30MCR,Elements Fan Desk Classic 30cm Red,LRB,53,N312,29042025N3121901,0.0000,0.0000,N312,,,0.00,0.00,0.00
FT30MCR-A,Elements Fan Desk Classic 30cm Red,LRB,58,N313,29042025N3131904,0.0000,0.0000,N313,,,0.00,0.00,0.00
FT30MCR-B,Elements Fan Desk Classic 30CM Red Chrom,LRB,25,O114,29042025O1141476,0.0000,0.0000,O114,,,0.00,0.00,0.00
FT30MCR-C,Elements Fan Desk Classic 30CM Red Chrom,LRB,36,O113,29042025O1131477,0.0000,0.0000,O113,,,0.00,0.00,0.00
FT30MCR-D,Elements Fan Desk Classic 30CM Red BD,LRB,1,O318,29042025O3181478,0.0000,0.0000,O318,,,0.00,0.00,0.00
FT30MCR-E,Elements Fan Desk Classic 30cm Red,LRB,60,N311,29042025N3111905,0.0000,0.0000,N311,,,0.00,0.00,0.00
FT30MCR-F,Elements Fan Desk Classic 30cm Red,LRB,60,N310,29042025N3101906,0.0000,0.0000,N310,,,0.00,0.00,0.00
FT30MCR-G,Elements Fan Desk Classic 30cm Red,LRB,65,N318,29042025N3181907,0.0000,0.0000,N318,,,0.00,0.00,0.00
FT30MCW,Elements Fan Desk Classic 30cm White,LRB,49,N321,29042025N3211908,0.0000,0.0000,N321,,,0.00,0.00,0.00
FT30MCW-A,Elements Fan Desk Classic30cmWht Chrom BD,LRB,1,O227,29042025O2271479,0.0000,0.0000,O227,,,0.00,0.00,0.00
FT30MCW-C,Elements Fan Desk Classic 30cm Wht Chrom,LRB,20,O108,29042025O1081480,0.0000,0.0000,O108,,,0.00,0.00,0.00
FT30MCW-E,Elements Fan Desk Classic 30cm White,LRB,60,N320,29042025N3201900,0.0000,0.0000,N320,,,0.00,0.00,0.00
FT30MCW-F,Elements Fan Desk Classic 30cm White,LRB,60,N322,29042025N3221909,0.0000,0.0000,N322,,,0.00,0.00,0.00
FT30MCW-G,Elements Fan Desk Classic 30cm White,LRB,60,N323,29042025N3231910,0.0000,0.0000,N323,,,0.00,0.00,0.00
FT30MCW-H,Elements Fan Desk Classic 30cm White,LRB,60,N324,29042025N3241911,0.0000,0.0000,N324,,,0.00,0.00,0.00
FTW1.8,Table Foldable 1.8m White,LRB,316,S113,29042025S1131481,0.0000,0.0000,S113,,,0.00,0.00,0.00
FTW1.8-AE,Fold Table White 8FT,LRB,30,L031,29042025L0311817,0.0000,0.0000,L031,,,0.00,0.00,0.00
FTW1.8-AL,Table Foldable 1.8m White,LRB,17,N134,29042025N1341995,0.0000,0.0000,N134,,,0.00,0.00,0.00
FTW1.8-AR,Table Foldable 1.8m White,LRB,17,N124,29042025N1241996,0.0000,0.0000,N124,,,0.00,0.00,0.00
FTW1.8-B,Table Foldable 1.8m White,LRB,16,N239,29042025N2391482,0.0000,0.0000,N239,,,0.00,0.00,0.00
FTW1.8-L,Table Foldable 1.8m White,LRB,9,N128,29042025N1281483,0.0000,0.0000,N128,,,0.00,0.00,0.00
FW0021,Mixed Pallet,Trendcorp,1,R324,29042025R3242304,0.0000,0.0000,R324,,,0.00,0.00,0.00
GAR-DIGLOSS320,32 PP Digi Gloss -320mm,Kamboo Marketing,4,R013,29042025R0132135,0.0000,0.0000,R013,,,0.00,0.00,0.00
GAR-DIMATT320,32 PP Digi Matt -320mm,Kamboo Marketing,4,R012,29042025R0122136,0.0000,0.0000,R012,,,0.00,0.00,0.00
GAR-GLOSS450,24 PP Thermal Gloss -450mm,Kamboo Marketing,10,R010,29042025R0102132,0.0000,0.0000,R010,,,0.00,0.00,0.00
GAR-GLOSS630,24 PP Thermal Gloss -630mm,Kamboo Marketing,9,R008,29042025R0082130,0.0000,0.0000,R008,,,0.00,0.00,0.00
GAR-GLOSS630-A,24 PP Thermal Gloss -630mm,Kamboo Marketing,1,R003,29042025R0032140,0.0000,0.0000,R003,,,0.00,0.00,0.00
GAR-GLOSS710,24 PP Thermal Gloss -710mm,Kamboo Marketing,6,R009,29042025R0092131,0.0000,0.0000,R009,,,0.00,0.00,0.00
GAR-GLOSS910,24 PP Thermal Gloss -910,Kamboo Marketing,2,R002,29042025R0022134,0.0000,0.0000,R002,,,0.00,0.00,0.00
GAR-MATT450,27 PP Thermal Matt -450mm,Kamboo Marketing,10,R011,29042025R0112133,0.0000,0.0000,R011,,,0.00,0.00,0.00
GAR-PET40,PET40 - PT814 - 1020MM,Kamboo Marketing,18,U017,29042025U0172148,0.0000,0.0000,U017,,,0.00,0.00,0.00
GAR-PET40-1080,PET40 - PT814 - 1080MM,Kamboo Marketing,12,U017,29042025U0172147,0.0000,0.0000,U017,,,0.00,0.00,0.00
GAR-PET40-1080-A,PET40 - PT814 - 1080MM,Kamboo Marketing,6,V017,29042025V0172153,0.0000,0.0000,V017,,,0.00,0.00,0.00
GAR-PET40-1080-B,PET40 - PT814 - 1080MM,Kamboo Marketing,12,V016,29042025V0162154,0.0000,0.0000,V016,,,0.00,0.00,0.00
GAR-PET40-1080-C,PET40 - PT814 - 1080MM,Kamboo Marketing,4,U016,29042025U0162155,0.0000,0.0000,U016,,,0.00,0.00,0.00
GAR-PET40-1080-D,PET40 - PT814 - 1080MM,Kamboo Marketing,14,U015,29042025U0152156,0.0000,0.0000,U015,,,0.00,0.00,0.00
GAR-PET40-340,PET40 - PT814 - 340MM,Kamboo Marketing,11,V017,29042025V0172149,0.0000,0.0000,V017,,,0.00,0.00,0.00
GAR-PET40-340-A,PET40 - PT814 - 340MM,Kamboo Marketing,12,U016,29042025U0162157,0.0000,0.0000,U016,,,0.00,0.00,0.00
GAR-PET40-A,PET40 - PT814 - 1020MM,Kamboo Marketing,6,V017,29042025V0172150,0.0000,0.0000,V017,,,0.00,0.00,0.00
GAR-PET40-B,PET40 - PT814 - 1020MM,Kamboo Marketing,4,V016,29042025V0162151,0.0000,0.0000,V016,,,0.00,0.00,0.00
GAR-PET40-C,PET40 - PT814 - 1020MM,Kamboo Marketing,8,U016,29042025U0162152,0.0000,0.0000,U016,,,0.00,0.00,0.00
HC411-J,Hygizone Concealed Cistern (Spout Frame),Hygizone,7,N227,29042025N2271635,0.0000,0.0000,N227,,,0.00,0.00,0.00
HC421,Hygizone Touchless Concealed Cistern,Hygizone,2,Y218,29042025Y2181636,0.0000,0.0000,Y218,,,0.00,0.00,0.00
HC421A,Hygizone Touchless Concealed Cistern,Hygizone,5,Y220,29042025Y2201637,0.0000,0.0000,Y220,,,0.00,0.00,0.00
HC421B,Hygizone Touchless Concealed Cistern,Hygizone,6,N226,29042025N2261638,0.0000,0.0000,N226,,,0.00,0.00,0.00
HC421C,Hygizone Touchless Concealed Cistern,Hygizone,6,Y219,29042025Y2191639,0.0000,0.0000,Y219,,,0.00,0.00,0.00
HC421D,Hygizone Touchless Concealed Cistern,Hygizone,6,N224,29042025N2242272,0.0000,0.0000,N224,,,0.00,0.00,0.00
HC701,Hygizone Touchless Low Level Dual Flush,Hygizone,10,Y252,29042025Y2521640,0.0000,0.0000,Y252,,,0.00,0.00,0.00
HC701-A,Hygizone Touchless Low Level Dual Flush,Hygizone,30,N225,29042025N2251641,0.0000,0.0000,N225,,,0.00,0.00,0.00
HC701-B,Hygizone Touchless Low Level Dual Flush,Hygizone,30,N238,29042025N2381642,0.0000,0.0000,N238,,,0.00,0.00,0.00
HC701-C,Hygizone Touchless Low Level Dual Flush,Hygizone,10,Y245,29042025Y2451644,0.0000,0.0000,Y245,,,0.00,0.00,0.00
HC701-D,Hygizone Touchless Low Level Dual Flush,Hygizone,30,N223,29042025N2231645,0.0000,0.0000,N223,,,0.00,0.00,0.00
